lexeme,cell,phon_form
Roman,1,R o m a n e s q u e
Roman,2,R o m a n s
Romance,0,R o m a n c e
Romanian,0,R o m a n i a n
Romanian,1,R o m a n i a n s
Romany,0,R o m a n i e s
Romany,1,R o m a n y
Roquefort,0,R o q u e f o r t
Russian,0,R u s s i a n
Russian,1,R u s s i a n s
Rwandan,0,R w a n d a n
Rwandan,1,R w a n d a n s
Sabahan,0,S a b a h a n
Sabahan,1,S a b a h a n s
Sabbath,0,S a b b a t h
Sabbath,1,S a b b a t h s
Sabbath,2,s a b b a t a r i a n
Sabbath,3,s a b b a t a r i a n s
Sabbath,4,s a b b a t i c a l
Sabbath,5,s a b b a t i c a l s
Sadducee,0,S a d d u c e e
Sadducee,1,S a d d u c e e s
Sagittarius,0,S a g i t t a r i u s
Sagittarius,1,S a g i t t a r i u s e s
Salvadorean,0,S a l v a d o r e a n
Salvadorean,1,S a l v a d o r e a n s
Samaritan,0,S a m a r i t a n
Samaritan,1,S a m a r i t a n s
Samaritans,0,S a m a r i t a n s
Samoan,0,S a m o a n
Samoan,1,S a m o a n s
Sango,0,S a n g o
Sanskrit,0,S a n s k r i t
Saracen,0,S a r a c e n
Saracen,1,S a r a c e n s
Sarawakian,0,S a r a w a k i a n
Sarawakian,1,S a r a w a k i a n s
Sassenach,0,S a s s e n a c h
Sassenach,1,S a s s e n a c h s
Satanist,0,S a t a n i s t
Satanist,1,S a t a n i s t s
Sauternes,0,S a u t e r n e s
Saxon,0,S a x o n
Saxon,1,S a x o n s
Scandinavian,0,S c a n d i n a v i a n
Scandinavian,1,S c a n d i n a v i a n s
Scorpio,0,S c o r p i o
Scorpio,1,S c o r p i o s
Scot,0,S c o t
Scot,1,S c o t s
Scot,2,S c o t t i s h
Scotch,0,S c o t c h
Scotch,1,S c o t c h e s
Scotch,2,S c o t c h m a n
Scotch,3,S c o t c h m e n
Scotch,4,S c o t c h w o m a n
Scotch,5,S c o t c h w o m e n
Scotch,6,b u t t e r s c o t c h
Sealyham,0,S e a l y h a m
Sealyham,1,S e a l y h a m s
Sealyham terrier,0,S e a l y h a m
Sealyham terrier,1,S e a l y h a m s
Semite,0,S e m i t e
Semite,1,S e m i t e s
Semite,2,S e m i t i c
Semite,3,a n t i - S e m i t i c
Senegalese,0,S e n e g a l e s e
Septuagesima,0,S e p t u a g e s i m a
Sesotho,0,S e s o t h o
Sexagesima,0,S e x a g e s i m a
Seychellois,0,S e y c h e l l o i s
Shavian,0,S h a v i a n
Shavian,1,S h a v i a n s
Sheraton,0,S h e r a t o n
Sherpa,0,S h e r p a
Sherpa,1,S h e r p a s
Shinto,0,S h i n t o
Shinto,1,S h i n t o i s m
Siamese,0,S i a m e s e
Siamese cat,0,S i a m e s e
Sicilian,0,S i c i l i a n
Sicilian,1,S i c i l i a n s
Sikh,0,S i k h
Sikh,1,S i k h s
Singaporean,0,S i n g a p o r e a n
Singaporean,1,S i n g a p o r e a n s
Singhalese,0,S i n g h a l e s e
Sinhalese,0,S i n h a l e s e
Sinology,0,S i n o l o g y
Sioux,0,S i o u x
Siswati,0,S i s w a t i
Slav,0,S l a v
Slav,1,S l a v i c
Slav,2,S l a v s
Slovak,0,S l o v a k
Slovenian,0,S l o v e n i a n
Slovenian,1,S l o v e n i a n s
Somali,0,S o m a l i
Somali,1,S o m a l i s
Somalian,0,S o m a l i a n
Somalian,1,S o m a l i a n s
Sotho,0,S o t h o
Sotho,1,S o t h o s
Soviet,0,S o v i e t
Spanish,0,S p a n i s h
Spartan,0,s p a r t a n
Spode,0,S p o d e
Stilton,0,S t i l t o n
Strad,0,S t r a d
Strad,1,S t r a d s
Stradivarius,0,S t r a d
Stradivarius,1,S t r a d i v a r i i
Stradivarius,2,S t r a d i v a r i u s
Stradivarius,3,S t r a d s
Sudanese,0,S u d a n e s e
Sumatran,0,S u m a t r a n
Sumatran,1,S u m a t r a n s
Swahili,0,S w a h i l i
Swazi,0,S w a z i
Swazi,1,S w a z i s
Swede,0,S w e d e
Swede,1,S w e d e s
Swedish,0,S w e d i s h
Swiss,0,S w i s s
Syrian,0,S y r i a n
Syrian,1,S y r i a n s
Taffy,0,T a f f i e s
Taffy,1,T a f f y
Tahitian,0,T a h i t i a n
Tahitian,1,T a h i t i a n s
Taiwanese,0,T a i w a n e s e
Tamil,0,T a m i l
Tamil,1,T a m i l s
Tammany,0,T a m m a n y
Tanzanian,0,T a n z a n i a n
Tanzanian,1,T a n z a n i a n s
Taoist,0,T a o i s t
Taoist,1,T a o i s t s
Taurus,0,T a u r u s
Taurus,1,T a u r u s e s
Technicolor,0,T e c h n i c o l o r
Telstar,0,T e l s t a r
Telstar,1,T e l s t a r s
Teuton,0,T e u t o n
Teuton,1,T e u t o n i c
Teuton,2,T e u t o n s
Thai,0,T h a i
Thai,1,T h a i s
Thanksgiving,0,T h a n k s g i v i n g
Thanksgiving,1,T h a n k s g i v i n g s
Thanksgiving Day,0,T h a n k s g i v i n g
Thanksgiving Day,1,T h a n k s g i v i n g s
Thespian,0,T h e s p i a n
Thespian,1,T h e s p i a n s
Tibetan,0,T i b e t a n
Tibetan,1,T i b e t a n s
Tobagonian,0,T o b a g o n i a n
Tobagonian,1,T o b a g o n i a n s
Togolese,0,T o g o l e s e
Tokay,0,T o k a y
Tongan,0,T o n g a n
Tongan,1,T o n g a n s
Tory,0,T o r i e s
Tory,1,T o r y
Tory,2,T o r y i s m
Trappist,0,T r a p p i s t
Trappist,1,T r a p p i s t s
Trinidadian,0,T r i n i d a d i a n
Trinidadian,1,T r i n i d a d i a n s
Trojan,0,T r o j a n
Trojan,1,T r o j a n s
Trot,0,T r o t
Trot,1,T r o t s
Trotskyist,0,T r o t
Trotskyist,1,T r o t s
Trotskyist,2,T r o t s k y i s t
Trotskyist,3,T r o t s k y i s t s
Trotskyite,0,T r o t s k y i t e
Trotskyite,1,T r o t s k y i t e s
Tswana,0,T s w a n a
Tswana,1,T s w a n a s
Tunisian,0,T u n i s i a n
Tunisian,1,T u n i s i a n s
Turk,0,T u r k
Turk,1,T u r k s
Turkish,0,T u r k i s h
U,0,U
U,1,n o n - U
UFO,0,U F O
UFO,1,U F O s
Ugandan,0,U g a n d a n
Ugandan,1,U g a n d a n s
Unionist,0,U n i o n i s t
Unionist,1,U n i o n i s t s
Unitarian,0,U n i t a r i a n
Unitarian,1,U n i t a r i a n i s m
Unitarian,2,U n i t a r i a n s
Urdu,0,U r d u
Uruguayan,0,U r u g u a y a n
Uruguayan,1,U r u g u a y a n s
VTOL,0,V T O L
Vandal,0,V a n d a l
Vandal,1,V a n d a l s
Venezuelan,0,V e n e z u e l a n
Venezuelan,1,V e n e z u e l a n s
Victoria,0,v i c t o r i a
Victoria,1,v i c t o r i a s
Victorian,0,V i c t o r i a n
Victorian,1,V i c t o r i a n s
Vietnamese,0,V i e t n a m e s e
Viking,0,V i k i n g
Viking,1,V i k i n g s
Virginia,0,V i r g i n i a
Virginia,1,V i r g i n i a s
Virginia tobacco,0,V i r g i n i a
Virginia tobacco,1,V i r g i n i a s
Virgo,0,V i r g o
Virgo,1,V i r g o s
WAC,0,W A C
WAC,1,W A C s
WRAC,0,W R A C
WRAC,1,W R A C s
Weald,0,W e a l d
Wedgwood,0,W e d g w o o d
Welsh,0,W e l s h
Welsh,1,W e l s h m a n
Welsh,2,W e l s h m e n
Wensleydale,0,W e n s l e y d a l e
Wensleydale,1,W e n s l e y d a l e s
Wesleyan,0,W e s l e y a n
Wesleyan,1,W e s l e y a n s
Whig,0,W h i g
Whig,1,W h i g s
Whit,0,W h i t
Whitsun,0,W h i t
Whitsun,1,W h i t s u n
Whitsun,2,W h i t s u n s
Whitsuntide,0,W h i t s u n
Whitsuntide,1,W h i t s u n s
Wilton,0,W i l t o n
Wilton,1,W i l t o n s
Wimpy,0,W i m p i e s
Wimpy,1,W i m p y
X-ray,0,x - r a y
X-ray,1,x - r a y e d
X-ray,2,x - r a y i n g
X-ray,3,x - r a y s
Yank,0,Y a n k
Yank,1,Y a n k s
Yankee,0,Y a n k
Yankee,1,Y a n k e e
Yankee,2,Y a n k e e s
Yankee,3,Y a n k s
Yemeni,0,Y e m e n i
Yemeni,1,Y e m e n i s
Yiddish,0,Y i d d i s h
Yiddish,1,y i d
Yiddish,2,y i d s
Yo-Yo,0,y o - y o
Yo-Yo,1,y o - y o s
Yugoslav,0,Y u g o s l a v
Yugoslav,1,Y u g o s l a v s
Yugoslavian,0,Y u g o s l a v i a n
Yugoslavian,1,Y u g o s l a v i a n s
Zairean,0,Z a i r e a n
Zairean,1,Z a i r e a n s
Zambian,0,Z a m b i a n
Zambian,1,Z a m b i a n s
Zen,0,Z e n
Zimbabwean,0,Z i m b a b w e a n
Zimbabwean,1,Z i m b a b w e a n s
abaft,0,a b a f t
abandon,0,a b a n d o n
abandon,1,a b a n d o n e d
abandon,2,a b a n d o n i n g
abandon,3,a b a n d o n m e n t
abandon,4,a b a n d o n s
abandoned,0,a b a n d o n e d
abbe,0,a b b e
abbe,1,a b b e s
abbey,0,a b b e y
abbey,1,a b b e y s
abbot,0,a b b o t
abbot,1,a b b o t s
abet,0,a b e t
abet,1,a b e t s
abet,2,a b e t t e d
abet,3,a b e t t i n g
abet,4,a b e t t o r
abet,5,a b e t t o r s
abiding,0,a b i d i n g
abiding,1,l a w - a b i d i n g
abilities,0,a b i l i t i e s
ablative,0,a b l a t i v e
ablative,1,a b l a t i v e s
ablaze,0,a b l a z e
ablutions,0,a b l u t i o n s
abo,0,a b o
abo,1,a b o s
aboard,0,a b o a r d
aboriginal,0,a b o r i g i n a l
aboriginal,1,a b o r i g i n a l s
aborigine,0,a b o
aborigine,1,a b o r i g i n e
aborigine,2,a b o r i g i n e s
aborigine,3,a b o s
about,0,a b o u t
about,1,a b o u t - f a c e
about,2,a b o u t - f a c e d
about,3,a b o u t - f a c e s
about,4,a b o u t - f a c i n g
about,5,h e r e a b o u t
about,6,h e r e a b o u t s
about,7,l a y a b o u t
about,8,l a y a b o u t s
about,9,r u n - a b o u t
about,10,r u n - a b o u t s
about,11,t h e r e a b o u t
about,12,t h e r e a b o u t s
about,13,t u r n a b o u t
about,14,t u r n a b o u t s
about,15,w a l k a b o u t
about,16,w a l k a b o u t s
about-face,0,a b o u t - f a c e
about-face,1,a b o u t - f a c e d
about-face,2,a b o u t - f a c e s
about-face,3,a b o u t - f a c i n g
above,0,a b o v e
above,1,a b o v e - m e n t i o n e d
above,2,a b o v e b o a r d
above-mentioned,0,a b o v e - m e n t i o n e d
above-named,0,a b o v e - n a m e d
abracadabra,0,a b r a c a d a b r a
abrasive,0,a b r a s i v e
abrasive,1,a b r a s i v e l y
abrasive,2,a b r a s i v e s
absent,0,a b s e n c e
absent,1,a b s e n c e s
absent,2,a b s e n t
absent,3,a b s e n t - m i n d e d
absent,4,a b s e n t - m i n d e d l y
absent,5,a b s e n t - m i n d e d n e s s
absent,6,a b s e n t e d
absent,7,a b s e n t e e
absent,8,a b s e n t e e i s m
absent,9,a b s e n t e e s
absent,10,a b s e n t i n g
absent,11,a b s e n t l y
absent,12,a b s e n t s
absinth,0,a b s i n t h
absorbent,0,a b s o r b e n t
absorbent,1,a b s o r b e n t s
absorbing,0,a b s o r b i n g
abstract,0,a b s t r a c t
abstract,1,a b s t r a c t e d
abstract,2,a b s t r a c t i n g
abstract,3,a b s t r a c t i o n
abstract,4,a b s t r a c t i o n s
abstract,5,a b s t r a c t s
abstracted,0,a b s t r a c t e d
abstracted,1,a b s t r a c t e d l y
abuse,0,a b u s e
abuse,1,a b u s e d
abuse,2,a b u s e s
abuse,3,a b u s i n g
abuse,4,a b u s i v e
abuse,5,a b u s i v e l y
abuse,6,d i s a b u s e
abuse,7,d i s a b u s e d
abuse,8,d i s a b u s e s
abuse,9,d i s a b u s i n g
abuse,10,s e l f - a b u s e
academic,0,a c a d e m i c
academic,1,a c a d e m i c a l l y
academic,2,a c a d e m i c s
accelerando,0,a c c e l e r a n d o
accelerando,1,a c c e l e r a n d o s
accent,0,a c c e n t
accent,1,a c c e n t e d
accent,2,a c c e n t i n g
accent,3,a c c e n t s
accent,4,a c c e n t u a t e
accent,5,a c c e n t u a t e d
accent,6,a c c e n t u a t e s
accent,7,a c c e n t u a t i n g
accent,8,a c c e n t u a t i o n
accent,9,a c c e n t u a t i o n s
acclaim,0,a c c l a i m
acclaim,1,a c c l a i m e d
acclaim,2,a c c l a i m i n g
acclaim,3,a c c l a i m s
acclaim,4,a c c l a m a t i o n
accommodating,0,a c c o m m o d a t i n g
accommodating,1,a c c o m m o d a t i n g l y
accommodations,0,a c c o m m o d a t i o n s
accomplished,0,a c c o m p l i s h e d
accord,0,a c c o r d
accord,1,a c c o r d a n c e
accord,2,a c c o r d e d
accord,3,a c c o r d i n g
accord,4,a c c o r d i n g l y
accord,5,a c c o r d i o n
accord,6,a c c o r d i o n s
accord,7,a c c o r d s
accost,0,a c c o s t
accost,1,a c c o s t e d
accost,2,a c c o s t i n g
accost,3,a c c o s t s
account,0,a c c o u n t
account,1,a c c o u n t a b l e
account,2,a c c o u n t a b l y
account,3,a c c o u n t a n c y
account,4,a c c o u n t a n t
account,5,a c c o u n t a n t s
account,6,a c c o u n t e d
account,7,a c c o u n t i n g
account,8,a c c o u n t s
account,9,c h a r g e - a c c o u n t
account,10,c h a r g e - a c c o u n t s
account,11,o p e n - a c c o u n t
account,12,o p e n - a c c o u n t s
account,13,u n a c c o u n t a b l e
account,14,u n a c c o u n t a b l y
accredited,0,a c c r e d i t e d
accrete,0,a c c r e t e
accrete,1,a c c r e t e d
accrete,2,a c c r e t e s
accrete,3,a c c r e t i n g
accrete,4,a c c r e t i o n
accrete,5,a c c r e t i o n s
accrue,0,a c c r u e
accrue,1,a c c r u e d
accrue,2,a c c r u e s
accrue,3,a c c r u i n g
accusative,0,a c c u s a t i v e
accusative,1,a c c u s a t i v e s
accuse,0,a c c u s a t i o n
accuse,1,a c c u s a t i o n s
accuse,2,a c c u s e
accuse,3,a c c u s e d
accuse,4,a c c u s e r
accuse,5,a c c u s e r s
accuse,6,a c c u s e s
accuse,7,a c c u s i n g
accused,0,a c c u s e d
accusing,0,a c c u s i n g
accusing,1,a c c u s i n g l y
accustomed,0,a c c u s t o m e d
accustomed,1,u n a c c u s t o m e d
ace,0,a c e
ace,1,a c e s
acetyl,0,a c e t y l
acetyl,1,a c e t y l e n e
ache,0,a c h e
ache,1,a c h e d
ache,2,a c h e s
ache,3,a c h i n g
ache,4,b a c k a c h e
ache,5,b a c k a c h e s
ache,6,e a r a c h e
ache,7,e a r a c h e s
ache,8,f a c e - a c h e
ache,9,h e a d a c h e
ache,10,h e a d a c h e s
ache,11,h e a d a c h i e r
ache,12,h e a d a c h i e s t
ache,13,h e a d a c h y
ache,14,h e a r t a c h e
ache,15,h e a r t a c h e s
ache,16,s i c k - h e a d a c h e
ache,17,s i c k - h e a d a c h e s
ache,18,s t o m a c h a c h e
ache,19,s t o m a c h a c h e s
ache,20,t o o t h a c h e
ache,21,t o o t h a c h e s
achieve,0,a c h i e v a b l e
achieve,1,a c h i e v e
achieve,2,a c h i e v e d
achieve,3,a c h i e v e m e n t
achieve,4,a c h i e v e m e n t s
achieve,5,a c h i e v e s
achieve,6,a c h i e v i n g
acid,0,a c i d
acid,1,a c i d i c
acid,2,a c i d i f i e d
acid,3,a c i d i f i e s
acid,4,a c i d i f y
acid,5,a c i d i f y i n g
acid,6,a c i d i t y
acid,7,a c i d s
acid,8,a c i d u l a t e
acid,9,a c i d u l a t e d
acid,10,a c i d u l a t e s
acid,11,a c i d u l a t i n g
acid,12,a c i d u l o u s
acid,13,a n t a c i d
acid,14,a n t a c i d s
acidulated,0,a c i d u l a t e d
ack-ack,0,a c k - a c k
ack-ack,1,a c k - a c k s
acme,0,a c m e
acne,0,a c n e
acorn,0,a c o r n
acorn,1,a c o r n - c u p
acorn,2,a c o r n - c u p s
acorn,3,a c o r n s
acoustic,0,a c o u s t i c
acoustic,1,a c o u s t i c a l l y
acoustic,2,a c o u s t i c s
acre,0,a c r e
acre,1,a c r e a g e
acre,2,a c r e s
acre,3,w i s e a c r e
acre,4,w i s e a c r e s
acropolis,0,a c r o p o l i s
acropolis,1,a c r o p o l i s e s
across,0,a c r o s s
acrylic,0,a c r y l i c
acrylic,1,a c r y l i c s
acrylic fibre,0,a c r y l i c
acrylic fibre,1,a c r y l i c s
act,0,a c t
act,1,a c t e d
act,2,a c t i n g
act,3,a c t i o n
act,4,a c t i o n a b l e
act,5,a c t i o n s
act,6,a c t i v a t e
act,7,a c t i v a t e d
act,8,a c t i v a t e s
act,9,a c t i v a t i n g
act,10,a c t i v a t i o n
act,11,a c t i v e
act,12,a c t i v e l y
act,13,a c t i v i s t
act,14,a c t i v i s t s
act,15,a c t i v i t i e s
act,16,a c t i v i t y
act,17,a c t o r
act,18,a c t o r s
act,19,a c t r e s s
act,20,a c t r e s s e s
act,21,a c t s
act,22,a c t u a l
act,23,a c t u a l i t i e s
act,24,a c t u a l i t y
act,25,a c t u a l l y
act,26,a c t u a t e
act,27,a c t u a t e d
act,28,a c t u a t e s
act,29,a c t u a t i n g
act,30,c o u n t e r a c t
act,31,c o u n t e r a c t e d
act,32,c o u n t e r a c t i n g
act,33,c o u n t e r a c t i o n
act,34,c o u n t e r a c t i o n s
act,35,c o u n t e r a c t s
act,36,d e l a y e d - a c t i o n
act,37,e n a c t
act,38,e n a c t e d
act,39,e n a c t i n g
act,40,e n a c t m e n t
act,41,e n a c t m e n t s
act,42,e n a c t s
act,43,i n a c t i o n
act,44,i n a c t i v a t e
act,45,i n a c t i v a t e d
act,46,i n a c t i v a t e s
act,47,i n a c t i v a t i n g
act,48,i n a c t i v e
act,49,i n a c t i v e l y
act,50,i n a c t i v i t y
act,51,i n t e r a c t
act,52,i n t e r a c t e d
act,53,i n t e r a c t i n g
act,54,i n t e r a c t i o n
act,55,i n t e r a c t i o n s
act,56,i n t e r a c t i v e
act,57,i n t e r a c t s
act,58,o v e r - a c t i v e
act,59,o v e r a c t
act,60,o v e r a c t e d
act,61,o v e r a c t i n g
act,62,o v e r a c t s
act,63,p l a y - a c t
act,64,p l a y - a c t e d
act,65,p l a y - a c t i n g
act,66,p l a y - a c t o r
act,67,p l a y - a c t o r s
act,68,p l a y - a c t s
act,69,r a d i o a c t i v e
act,70,r a d i o a c t i v e l y
act,71,r a d i o a c t i v i t y
act,72,r e a c t
act,73,r e a c t e d
act,74,r e a c t i n g
act,75,r e a c t i o n
act,76,r e a c t i o n a r i e s
act,77,r e a c t i o n a r y
act,78,r e a c t i o n s
act,79,r e a c t i v a t e
act,80,r e a c t i v a t e d
act,81,r e a c t i v a t e s
act,82,r e a c t i v a t i n g
act,83,r e a c t i v e
act,84,r e a c t i v e l y
act,85,r e a c t i v e n e s s
act,86,r e a c t o r
act,87,r e a c t o r s
act,88,r e a c t s
act,89,r e a g e n t
act,90,r e a g e n t s
act,91,r e t r o a c t i v e
act,92,r e t r o a c t i v e l y
act,93,t r a n s a c t
act,94,t r a n s a c t e d
act,95,t r a n s a c t i n g
act,96,t r a n s a c t i o n
act,97,t r a n s a c t i o n s
act,98,t r a n s a c t s
act,99,u n d e r a c t
act,100,u n d e r a c t e d
act,101,u n d e r a c t i n g
act,102,u n d e r a c t s
acting,0,a c t i n g
acting,1,s e l f - a c t i n g
active,0,a c t i v a t e
active,1,a c t i v a t e d
active,2,a c t i v a t e s
active,3,a c t i v a t i n g
active,4,a c t i v a t i o n
active,5,a c t i v e
active,6,a c t i v e l y
active,7,a c t i v i s t
active,8,a c t i v i s t s
active,9,a c t i v i t i e s
active,10,a c t i v i t y
active,11,i n a c t i v a t e
active,12,i n a c t i v a t e d
active,13,i n a c t i v a t e s
active,14,i n a c t i v a t i n g
active,15,i n a c t i v e
active,16,i n a c t i v e l y
active,17,i n a c t i v i t y
active,18,o v e r - a c t i v e
active,19,r a d i o a c t i v e
active,20,r a d i o a c t i v e l y
active,21,r a d i o a c t i v i t y
active,22,r e a c t i v a t e
active,23,r e a c t i v a t e d
active,24,r e a c t i v a t e s
active,25,r e a c t i v a t i n g
active,26,r e t r o a c t i v e
active,27,r e t r o a c t i v e l y
active voice,0,a c t i v a t e
active voice,1,a c t i v a t e d
active voice,2,a c t i v a t e s
active voice,3,a c t i v a t i n g
active voice,4,a c t i v a t i o n
active voice,5,a c t i v e
active voice,6,a c t i v e l y
active voice,7,a c t i v i s t
active voice,8,a c t i v i s t s
active voice,9,a c t i v i t i e s
active voice,10,a c t i v i t y
active voice,11,i n a c t i v a t e
active voice,12,i n a c t i v a t e d
active voice,13,i n a c t i v a t e s
active voice,14,i n a c t i v a t i n g
active voice,15,i n a c t i v e
active voice,16,i n a c t i v e l y
active voice,17,i n a c t i v i t y
active voice,18,o v e r - a c t i v e
active voice,19,r a d i o a c t i v e
active voice,20,r a d i o a c t i v e l y
active voice,21,r a d i o a c t i v i t y
active voice,22,r e a c t i v a t e
active voice,23,r e a c t i v a t e d
active voice,24,r e a c t i v a t e s
active voice,25,r e a c t i v a t i n g
active voice,26,r e t r o a c t i v e
active voice,27,r e t r o a c t i v e l y
acumen,0,a c u m e n
acute,0,a c u i t y
acute,1,a c u t e
acute,2,a c u t e l y
acute,3,a c u t e n e s s
ad,0,a d
ad,1,a d j o i n
ad,2,a d j o i n e d
ad,3,a d j o i n i n g
ad,4,a d j o i n s
ad,5,a d j u d g e
ad,6,a d j u d g e d
ad,7,a d j u d g e s
ad,8,a d j u d g i n g
ad,9,a d m a n
ad,10,a d m a s s
ad,11,a d m e n
ad,12,a d m i n i s t e r
ad,13,a d m i n i s t e r e d
ad,14,a d m i n i s t e r i n g
ad,15,a d m i n i s t e r s
ad,16,a d m i n i s t r a t i o n
ad,17,a d m i n i s t r a t i o n s
ad,18,a d m i n i s t r a t i v e
ad,19,a d m i n i s t r a t i v e l y
ad,20,a d m i n i s t r a t o r
ad,21,a d m i n i s t r a t o r s
ad,22,a d m i x
ad,23,a d m i x e d
ad,24,a d m i x e s
ad,25,a d m i x i n g
ad,26,a d m i x t u r e
ad,27,a d m i x t u r e s
ad,28,a d o p t
ad,29,a d o p t e d
ad,30,a d o p t i n g
ad,31,a d o p t i o n
ad,32,a d o p t i o n s
ad,33,a d o p t i v e
ad,34,a d o p t s
ad,35,a d r e n a l
ad,36,a d r e n a l i n
ad,37,a d s
ad,38,a d v e n t u r e
ad,39,a d v e n t u r e d
ad,40,a d v e n t u r e r
ad,41,a d v e n t u r e r s
ad,42,a d v e n t u r e s
ad,43,a d v e n t u r e s o m e
ad,44,a d v e n t u r e s s
ad,45,a d v e n t u r e s s e s
ad,46,a d v e n t u r i n g
ad,47,a d v e n t u r o u s
ad,48,a d v e n t u r o u s l y
ad,49,a d v e r b
ad,50,a d v e r b i a l
ad,51,a d v e r b i a l l y
ad,52,a d v e r b i a l s
ad,53,a d v e r b s
ad,54,j e r e m i a d
ad,55,j e r e m i a d s
ad,56,m a l a d m i n i s t r a t i o n
ad,57,m i s a d v e n t u r e
ad,58,m i s a d v e n t u r e s
ad,59,p e r a d v e n t u r e
ad,60,w a n t - a d
ad,61,w a n t - a d s
ad lib,0,a d - l i b
ad lib,1,a d - l i b b e d
ad lib,2,a d - l i b b i n g
ad lib,3,a d - l i b s
ad-lib,0,a d - l i b
ad-lib,1,a d - l i b b e d
ad-lib,2,a d - l i b b i n g
ad-lib,3,a d - l i b s
adagio,0,a d a g i o
adagio,1,a d a g i o s
adamant,0,a d a m a n c y
adamant,1,a d a m a n t
adamant,2,a d a m a n t i n e
adamant,3,a d a m a n t l y
add,0,a d d
add,1,a d d e d
add,2,a d d i n g
add,3,a d d i t i o n
add,4,a d d i t i o n a l
add,5,a d d i t i o n a l l y
add,6,a d d i t i o n s
add,7,a d d i t i v e
add,8,a d d i t i v e s
add,9,a d d s
addict,0,a d d i c t
addict,1,a d d i c t e d
addict,2,a d d i c t i n g
addict,3,a d d i c t i o n
addict,4,a d d i c t i o n s
addict,5,a d d i c t i v e
addict,6,a d d i c t s
addle,0,a d d l e
addle,1,a d d l e - b r a i n e d
